total_nacional_region__,comuna_56__,total__numero_de_upa7,total__superficie_ha,tamano_de_la_upa__menores_de_1_ha__numero_de_upa,tamano_de_la_upa__menores_de_1_ha__superficie_ha,tamano_de_la_upa__de_1_a_menos_de_5_ha__numero_de_upa,tamano_de_la_upa__de_1_a_menos_de_5_ha__superficie_ha,tamano_de_la_upa__de_5_a_menos_de_1ha__numero_de_upa,tamano_de_la_upa__de_5_a_menos_de_1ha__superficie_ha,tamano_de_la_upa__de_1a_menos_de_2ha__numero_de_upa,tamano_de_la_upa__de_1a_menos_de_2ha__superficie_ha,tamano_de_la_upa__de_2a_menos_de_5ha__numero_de_upa,tamano_de_la_upa__de_2a_menos_de_5ha__superficie_ha,tamano_de_la_upa__de_5a_menos_de_10ha__numero_de_upa,tamano_de_la_upa__de_5a_menos_de_10ha__superficie_ha,tamano_de_la_upa__de_10a_menos_de_20ha__numero_de_upa,tamano_de_la_upa__de_10a_menos_de_20ha__superficie_ha,tamano_de_la_upa__de_20a_menos_de_50ha__numero_de_upa,tamano_de_la_upa__de_20a_menos_de_50ha__superficie_ha,tamano_de_la_upa__de_50a_menos_de_1.00ha__numero_de_upa,tamano_de_la_upa__de_50a_menos_de_1.00ha__superficie_ha,tamano_de_la_upa__de_1.00a_menos_de_2.00ha__numero_de_upa,tamano_de_la_upa__de_1.00a_menos_de_2.00ha__superficie_ha,tamano_de_la_upa__de_2.00ha_y_mas__numero_de_upa,tamano_de_la_upa__de_2.00ha_y_mas__superficie_ha
Región del Libertador General Bernardo O'Higgins,Rengo,350,79166.8310000743,27,11.64,87,232.32925,42,321.95,61,872.0260000006,67,2048.6625,26,1891.5101,19,2737.7756500737,15,4693.6375,4,2454.86,0,0,2,63902.44
Región del Libertador General Bernardo O'Higgins,Requínoa,250,49021.8999574151,15,7.680000001,28,74.6099999987,35,250.7669572112,52,728.6407500071,57,1824.1492500103,28,2048.2500001868,19,2609.85,9,2572.523,1,747.88,3,4298.2,3,33859.35
Región del Libertador General Bernardo O'Higgins,San Vicente,812,25762.5090000036,114,54.873,254,643.491525,158,1155.201,129,1701.03775,88,2677.2622500036,27,1946.967975,18,2541.79,19,5164.0245,2,1553.92,1,1395.641,2,6928.299999999999
Región del Libertador General Bernardo O'Higgins,Pichilemu,141,39032.7079997928,8,3.3379999999,16,47.72,22,153.7,16,220.59,35,1104.72,17,1196.83,9,1188.73,8,2437.1599997929,2,1565.7,0,0,8,31114.22
Región del Libertador General Bernardo O'Higgins,La Estrella,214,26449.5279999871,7,2.64475,28,93.2679999997,27,180.23,24,343.6837500165,44,1379.4875,39,2611.5800000007,16,2421.19,17,5488.879,6,4539.729999952,5,6753.9550000665,1,2634.8799999517
Región del Libertador General Bernardo O'Higgins,Litueche,352,48396.7699999084,17,9.07,73,191.33,63,445.1557000003,42,606.2,53,1782.711,46,3424.095,15,2192.89,24,7160.8999999836,7,4885.749999981,7,10111.6583,5,17587.0099999435
Región del Libertador General Bernardo O'Higgins,Marchihue,429,53478.0530004165,8,3.547,68,190.03,52,359.48,71,967.5279999993,97,3264.5005,60,4053.4175,28,3814.505,26,7290.2525,10,7236.9100000241,5,7834.8499999973,4,18463.0325003958
Región del Libertador General Bernardo O'Higgins,Navidad,174,10232.9931998392,15,5.6762,51,129.958,35,250.599,29,384.29625,20,532.7,9,633.51,7,926.79,5,1334.0337500429,1,628.5,0,0,2,5406.9299997963
Región del Libertador General Bernardo O'Higgins,Paredones,446,27340.1420003114,21,9.507,102,307,79,557.824,73,1017.946,86,2641.97,36,2526.4800000016,27,3586,12,3123.68,4,2796.605,4,5458.8,2,5314.330000309799
Región del Libertador General Bernardo O'Higgins,San Fernando,371,233933.6849999069,22,8.854,77,219.346075,54,381.905,66,929.21875,53,1696.49375,44,3351.039925,15,2109.3315,16,4970.186,4,2825.4,8,11589.1999999069,12,205852.71
Región del Libertador General Bernardo O'Higgins,Chépica,574,25134.9459999893,85,39.36,153,378.6705,87,624.92,92,1280.97,65,2038.3995,39,2835.1635,26,3628.8125,22,6849.7949999893,2,1083.11,2,2311.43,1,4064.315
Región del Libertador General Bernardo O'Higgins,Chimbarongo,828,31695.0727999906,71,33.615,237,618.34765,147,1040.3194,170,2330.2025,96,2972.8000000015,50,3510.95775,37,5411.6405,11,3561.1099999891,3,2048.17,5,6720.91,1,3447
Región del Libertador General Bernardo O'Higgins,Lolol,271,34349.8420000794,10,4.49,44,123.93375,27,186.9,44,625.45,45,1499.7445,31,2085.4650000075,26,3635.351249992,27,8585.7624999984,9,5719.13,8,11883.6150000815,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,218,12157.2449999912,10,5,60,151.17,41,288.05,39,509.11,28,872.2799999912,15,1177.115,11,1485.88,7,2088.71,6,3726.93,1,1853,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,334,15734.6919275722,17,8.83,61,187.5,47,341.2279999936,94,1364.58,62,1809.75,24,1734.1744999992,11,1469.3455,12,3367.3019999999,3,1797.3819275795,3,3654.6,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,271,22619.5782280523,6,3.08,58,149.38,31,221.3,54,731.07,59,1840.5075,25,1822.7300000647,14,1915.8025000008,13,4008.9482279868,9,6660.99,1,1645,1,3620.77
Región del Libertador General Bernardo O'Higgins,Placilla,245,9865.7832000001,35,14.6902,48,124.1830000001,55,414.78875,36,471.16125,41,1225.54,17,1160.88,4,557.9,5,1566.56,2,1488.31,2,2841.77,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,198,20231.9940000058,9,3.8,30,74.214,25,178.28,35,503.9700000029,26,879.27645,27,1905.86,21,2940.8309999925,18,6115.122550008,4,3061.41,2,2499.7300000024,1,2069.5
Región del Libertador General Bernardo O'Higgins,Santa Cruz,324,20201.2068444596,21,10.023,57,151.41,47,340.76,61,872.7505000107,62,1885.89,24,1683.3145,29,4255.2140000088,15,4709.7548444401,7,4471.690000000001,1,1820.4,0,0
Región del Maule,Total Región,17400,1331819.793353983,2044,978.4826,5096,12804.7303534483,2496,17475.732146069,2764,38861.7712507182,2588,79488.7182460082,1119,77691.9161989575,652,88527.6133201207,391,120601.5584776962,126,84043.1093428967,73,101094.7874891105,51,710251.3739289575
Región del Maule,Talca,345,8538.0895798179,40,18.181,90,218.4499999999,52,401.5499999998,77,1074.9900000021,40,1229.6283137458,26,1942.2579960509,12,1528.7325,8,2124.2997700194,0,0,0,0,0,0
Región del Maule,Constitución,384,95920.3338364236,34,15.9616,100,260.74,48,351.415,65,897.2,59,1705.21,31,2051.42,21,2783.3160001752,13,4445.364,4,2486.2,6,7083.83,3,73839.67723624839
Región del Maule,Curepto,567,48701.0522752138,19,9.315,150,447.2399999991,121,860.7037499996,110,1563.33125,105,3348.0275,26,1760.81,23,2965.1774999804,10,2533.87,2,1253.58,0,0,1,33958.9972752347
Región del Maule,Empedrado,214,39541.5435612569,4,1.9889,44,124.2124999981,39,263.979,24,340.6471,45,1331.084,29,2100.1675,15,2087.2100001414,9,2862.295,2,1639.82,2,2437.73,1,26352.4095611174
Región del Maule,Maule,608,12584.4138793858,91,50.4950000001,270,630.0459999991,69,480.4050000007,75,1003.6500000007,56,1667.8885,26,1888.21,10,1442.7575000047,9,3034.5525,1,656.1315,1,1730.2778793805,0,0
Región del Maule,Pelarco,318,24382.0868980382,37,19.91,76,184.97125,58,415.5700000004,44,642.1462500009,47,1376.4957011077,18,1130.4075,16,2328.0892987921,10,3535.47,8,5091.5,2,3293.67,2,6363.8568981371
Región del Maule,Pencahue,597,57817.9517650895,110,44.457,119,299.081,74,491.175,81,1142.505,82,2677.30575,60,4290.834000003,36,5057.0274650957,22,7195.6349999971,8,5624.8062498446,2,2501.43,3,28493.6953001491
Región del Maule,Río Claro,399,26097.4274054643,38,12.995,77,217.0502,51,350.8096,73,996.1737499995,83,2630.8949999926,37,2497.1362500052,17,2313.95,17,5149.3399997239,4,2224.03,1,1743.37,1,7961.6776057431
Región del Maule,San Clemente,1396,90752.6664971124,166,77.2904,406,1124.7700000012,191,1349.0500000002,213,3031.3686725982,239,7371.4962823993,98,7179.2879999975,51,6975.9349999956,18,5364.77,7,4926.2119999682,2,2472.7,5,50879.7861421522
Región del Maule,San Rafael,202,16498.3139998672,9,4.124,38,88.64,26,172.6415789474,37,537.3275,56,1803.4546710522,15,971.8075,6,908.0824999891,8,2600.0737497747,4,2496.7725,2,3322.1,1,3593.2900001038
Región del Maule,Cauquenes,877,105643.472851914,38,17.7263,166,449.213,115,814.6966000045,149,2174.4008999989,162,5032.8100999987,87,5974.9375000038,80,10750.462025,57,16703.8983750208,14,9349.4099999178,6,7091.420000059,3,47284.4980519105
Región del Maule,Chanco,651,25652.7732356897,35,17.15,252,691.2850000005,124,849.5535,104,1391.5634999911,67,2040.0999999994,41,2761.360000072,18,2663.584,7,2106.62,2,1439.3900002761,0,0,1,11692.1672353506
Región del Maule,Pelluhue,244,16910.8030691143,44,17.437,92,237.6375000006,55,375.3516999992,20,240.5,17,455.53,5,393.5800000156,4,608.38,4,1475.0000000058,2,1342.3999999238,0,0,1,11764.9868691693
Región del Maule,Curicó,772,39001.9215882671,94,44.452999999,250,562.894999965,120,852.4400000044,112,1518.0300000018,108,3300.7699999966,37,2634.4100000174,25,3305.6299999936,14,4295.8351765123,7,5380.9,2,2369.6,3,14736.958411777
Región del Maule,Hualañé,371,33114.1321036169,37,13.7294,82,213.3155,39,277.2641671216,66,933.3065000002,74,2412.7568328788,31,2066.091250001,22,2753.2676989331,11,3569.404,5,3090.6915251978,2,2059.8245259059,2,15724.4807035785
